Pizzaria	Pizzaria Primavera	1636269653	Av. Cavalheiro Paschoal Innecchi, 791 - Independência
Loja de roupas	Di Gaspi	1636329973	R. Gen. Osório, 266 - Centro
Loja de roupas	Asha	1636254646	R. João Penteado, 960 - Jardim Sumaré
Loja de roupas	Ele Grande Ribeirão Preto	1634414376	Av. Pres. Kennedy, 1500 - Ribeirânia
Aluguel de trajes	Tratto Sottile Costumes Rental	16993928198	R. João Penteado, 1119 - Jardim Sumaré
Câmbio	Flexx Câmbio	1632890050	
Cabeleireiro	Paulo Cabeleireiro	16982121239	
Materiais de construção	Jorginho Materiais para Construção	1636380555	
Construtora	Construtora Pacaembu	16988774493	
Atacado	Atacadão Via Norte	1639956925	Av. Eduardo Andréia Matarazzo, 4015 - Ipiranga
Distribuidora de alimentos	Riberfoods Centro de Distribuição	1634345800	R. Dante Ferezin, 400 - Distrito Empresarial
Laboratório	Laboratório Dr. Prates	1632114300	R. Vicente de Carvalho, 755 - Vila Seixas
Laboratório	Laboratório Hemac	1621383590	R. Altino Arantes, 656 - Jardim Sumaré
Clínica médica	Clínica Rivvé	1636230976	Av. Pres. Vargas, 2121 - Jardim Irajá
Distribuidora de medicamentos	J. K. Medicamentos	1621378250	
Clínica médica	IURP Instituto Urológico de Ribeirão Preto	1632342401	
Autoescola	Autoescola Neves	1632363334	Centro
Educação	MOVPLAN Soluções Educacionais	1639763239	Av. Brasil, 733 - Vila Mariana
Distribuidora industrial	Molyplast	1639639000	Av. Pres. Kennedy, 2213 - Parque Industrial Lagoinha
Telecom e internet	Infratelle	1632373713	
Informática e TI	Ribeirão System Informática	1637979500	
Informática e TI	Pontobr Informática	1639661336	Av. Dom Pedro I, 1095 - Ipiranga
Assistência técnica	Sucesso Assistência Técnica	1632340961	Av. Independência, 228 - Vila Seixas
Assistência técnica	Róxinha Centro Técnico	1639645975	R. Florêncio de Abreu, 80 - Centro
Assistência técnica	Eletroport Assistência Técnica de Eletrodomésticos	1636120868	R. Rui Barbosa, 1218 - Centro
Papelaria e livraria	Alquimia Papelaria	1634413166	R. João Tonioli, 3783 - Jardim Diva Tarla de Carvalho
Informática e TI	Sankhya Tecnologia em Sistemas	1621387500	
Espaço de eventos	Taiwan Centro de Eventos	1636237111	Av. Dr. Francisco Gugliano, 2710 - Royal Park
Vistoria veicular	Vistori Vistorias Veiculares	1632898448	
Joalheria	Rommanel Ribeirão Preto Center	1635156000	
Espaço de eventos	Sítio Manga Rosa Bonfim Paulista	1639720640	Bonfim Paulista
Perfumaria e cosméticos	O Boticário	1632357011	
Pneus/Borracharia	Roberto Borracharia 24 Horas	16991036759	Av. Dr. Francisco Junqueira, 530 - Centro
Auto elétrica	Auto Elétrica Silva	1636303944	R. São Salvador, 308 - Sumarezinho
Autopeças	Velo Auto	1636281119	
Papelaria e livraria	Kalunga	1639043569	
Motel	Savana Motel	1636291800	Recreio Anhanguera
Motel	Movie Inn Motel	1636285808	Av. Thomaz Alberto Whately, 2770
Hotel	Hotel ibis Styles Ribeirão Preto	1621329600	
Floricultura	Floricultura Camila Flores	1636370136	Av. Monteiro Lobato, 1744 - Vila Virgínia
Materiais elétricos	Eletrocenter	1636127090	R. São Paulo, 879 - Campos Elíseos
Autopeças	Riberauto	1636384848	Av. Antônio Gomes da Silva Júnior, 790 - Parque Industrial Lagoinha
Rádio e TV	EPTV	1636013400	R. Javari, 3099 - Ipiranga
Artefatos de borracha	Casa da Borracha	1636250505	Av. Dr. Francisco Junqueira, 450 - Centro
Lanchonete	Skinão Lanches	1636203527	R. Dr. Paulo Barra, 614 - Subsetor Sul 2
Ótica	Instituto da Visão RP	1640092999	Av. Independência, 2509 - Alto da Boa Vista
Salão de beleza	Cibele Móveis Cabeleireiro e Manicure	1634414543	R. Luiz Barreto, 1041 - Campos Elíseos
Distribuidora de alimentos	Mundo Doce Distribuidora	1636273955	
Restaurante	Restaurante Cascata 13 de Maio	1636274892	
Lanchonete	Amauri Lanches	1636274625	
Pizzaria	Fornetto Pizza Eventos	1636276339	
Extintores	A Fábrica de Extintores	16991334049	
Restaurante	Brooklin Cantina Esfiharia	1632358345	
Logística	LATAM Cargo	1639698339	
Automação de portões	PPA Ribeirão Preto	1639691010	
Tecidos	Rosolen Têxtil Tecidos	1639613969	
Peças agrícolas	Geomaq Tratorpeças	1639698260	
Ferragens e ferramentas	Dipal Distribuidora de Parafusos	1639698000	
Vidraçaria	Andra Vidros	1639694542	
Indústria e metalurgia	Setex do Brasil	1639694041	
Ferragens e ferramentas	LUFIX Parafusos	1639698500	
Materiais hidráulicos	Casa Hidráulica	1639691300	
Clínica médica	Uroclínica Ribeirão Preto	1639164916	Av. Eduardo Gomes de Souza, 550 - City Ribeirão
Escola de dança	Ballet Vanessa Tremeschin	1639166016	R. Paschoal Bardaro, 1446 - Jardim Botânico
Loja de veículos	Vamos Seminovos Ribeirão	1636036000	
Medicina diagnóstica	Pro Imagem Medicina Diagnóstica	1634563456	
Funilaria e pintura	RodriCar Funilaria	1639164021	
Hospital	Hospital Unimed Ribeirão Preto	1639137000	
Indústria e metalurgia	Invertronic Soluções Industriais	1634419981	Av. Luiz Galvão Cezar, 525 - Planalto Verde
Bar	Bar e Mercearia Menino da Tábua	1634415850	Av. Magid Simão Trad, 1145 - Adelino Simioni
Perícia e cálculos	Na Ponta do Lápis Cálculos Trabalhistas	1634419697	
Clínica médica	Centro Clínico Gianny Bordin	1634417444	R. Visconde de Abaeté, 336 - Jardim Sumaré
Construtora	M Egydio dos Santos Construtora	1634418807	
Laboratório	DMLab Análises Agrícolas	1639191018	
Restaurante	Brasileirinho Delivery Ribeirão Preto	1636106462	R. Comendador Marcondes Salgado
Açougue	Casa do Açougueiro Francisco Junqueira	1636105884	Av. Dr. Francisco Junqueira
Sindicato	Sindicato Rural Ribeirão Preto	1636100346	R. São Sebastião - Centro
Posto de combustível	Posto Maravilha	1636108569	
Mercearia	Casa da Batian Produtos Orientais	1636109694	R. São Sebastião - Centro
Comércio popular	CPC Centro Popular de Compras	1636103604	Av. Jerônimo Gonçalves - Centro
Bar	Bar do Nei	1636105891	
Gráfica e comunicação visual	Efetiva Comunicação Visual	1636109926	
Posto de combustível	Posto Junqueira I Ipiranga	1636105058	Ipiranga
Associação	AFPESP Ribeirão Preto	1636103306	
Academia	Academia Aqua Fisio	1636368101	
Segurança do trabalho	MEDNET Medicina e Segurança do Trabalho	1636364050	
Lotérica	Lottery and Cafe Good Luck	1636368781	
Laboratório	Laboratório BioNuclear	1636362796	
Restaurante	Restaurante Tenda Árabe	1636360111	
Indústria e metalurgia	Liotti Indústria de Produtos Galvanizados	1636366277	
Clínica odontológica	Zaparolli Odontologia	1636363445	
Clínica médica	Dr Fernando Roselino Cardiologista	1636363656	
Autoescola	Auto Moto Escola Zezinho	1639633063	
Papelaria e livraria	Livraria Atlas Ribeirão	1639631313	
Lanchonete	Lanchonete Mr. Barriga	1639633382	
Gráfica e comunicação visual	Copiadora Café	16988184543	
Restaurante	Lig-Lig Ribeirão Preto	1636257678	
Lanchonete	Habib's Ribeirão Preto 2	1636259888	
Transporte rodoviário	Viação Gontijo	1636257847	
Informática e TI	Bazar do Micro	1636251826	
Bordados	Casa do Bordado	1636256847	
Pizzaria	Antônio Henrique Dametto Pizzaria	1636253925	
Laboratório	Centro de Diagnósticos Controle	1636256068	
Estética	Espaço Vaidosa	1632348493	
Autopeças	Coyote Escapamentos e Acessórios	1632346593	
Restaurante	Garagem do Frango Assado	1632348541	
Contabilidade	Análise Consultoria e Contabilidade	1632341290	
Açaí/Sorveteria	Açaí na Tigela Loja 03	1632343061	
Clínica médica	Clínica Ana Otake	1632346551	
Supermercado	Bonna Supermercado	1632343761	R. Niterói, 925
Engenharia	INOVOLT Engenharia e Aplicações	1632347527	
Supermercado	Carrefour Bairro Ribeirão Preto	1639777981	R. Rui Barbosa, 825 - Centro
Clube/Lazer	SESC Ribeirão Preto	1639774477	R. Tibiriçá, 50 - Centro
Imobiliária	Mundial Imóveis	1639772700	
Medicina diagnóstica	Cedirp Central Diagnóstico	1639775100	
Comunicação	ACidade ON Ribeirão Preto	1639772171	
Importação e exportação	Telmac Trade Import e Export	1639777000	
Clínica médica	Dra Patricia Pallaretti	1636200445	R. Garibaldi, 2042 - Alto da Boa Vista
Supermercado	Pão de Açúcar	1636203544	Av. Prof. João Fiúsa - Jardim Canadá
Clínica médica	Clínica Médica Endogastro	1636205876	R. João Penteado, 1859 - Jardim América
Lazer	Ribeirão Paintball	1636205190	Av. Prof. João Fiúsa
Hotel	Hostel Ribeirão	1636325356	
Transporte rodoviário	Rápido D Oeste	1636326662	
Associação	AVA Animal Life Association	1636321054	
Radiologia odontológica	Milênio X Radiologia Odontológica	1636322029	
Farmácia	Drogal	1636320303	
Gráfica e comunicação visual	MZ Gráfica Editora Embalagens	1636327288	
Brechó	Retroq Brechó	1636324037	
Loja de roupas	Pipe Store Ribeirão Preto	1636327666	
Academia	Academia Lofty Sport	1639115861	R. Magda Perona Frossard, 380 - Jardim Nova Aliança
Móveis	Minha Casa Decorações	1639119311	
Restaurante	Josemar Grill	1639115244	R. Thomaz Nogueira Gaia, 1370 - Jardim Irajá
Coworking	Metropolitan Business Center	1639118993	
Clínica médica	Dr. Edmundo Raspanti	1639111631	
Distribuidora	Vitória Distribuidora	1639665506	R. Dom Pedro II, 1586 - Campos Elíseos
Hortifruti	Varejão Paraíso Loja 03	1639666685	Av. Barão do Bananal, 319 - Jardim Anhanguera
Consórcio	Consórcio Dinomar	1639666900	Av. Dom Pedro I, 1587 - Ipiranga
Farmácia	Drogal Loja 232	1639663645	
Posto de combustível	Posto Ipiranga	1639664400	
Pizzaria	Cascata do Quintino II	1639741171	Av. Gen. Euclides de Figueiredo, 1151 - Quintino Facci II
Lanchonete	Laura's Lanches	1639747698	R. Jacobe Miguel, 445 - Quintino Facci II
Clínica médica	Serviço Nefrologia Ribeirão Preto	1639021626	
Lanchonete	X Tudo Ribeirão	16988771305	
Aparelhos auditivos	Aparelhos Auditivos Sonido	1639413015	
Demolição	Demolidora Santos e Degasperi	1639611390	R. Cel. Américo Batista, 237 - Ipiranga
Supermercado	Supermarkets Gricki Shop 05	1639611338	Av. Mal. Costa e Silva, 2 - Campos Elíseos
Tintas	Ubertintas	1639611166	Av. da Saudade, 1555 - Campos Elíseos
Loja de veículos	Yamada Veículos	1639611878	R. Silveira Martins, 420 - Campos Elíseos
Autopeças	CMG Direção Hidráulica	1639613602	Av. Dr. Francisco Junqueira, 938 - Centro
Posto de combustível	Shell Select	1639612991	
Motos e moto peças	Retífica Mundial Motos	1639413444	R. José Bonifácio, 212 - Centro
Cartão de benefícios	Cartão de TODOS Ribeirão Preto	1639412185	
Distribuidora de bebidas	Chopp Brahma Express	1639415050	
Corretora de seguros	MAPFRE Sucursal	1639318200	Av. Nove de Julho, 252 - Centro
Pet shop	Banho e Tosa da Silvana	1639415789	
Serviços	Mônica Faria Accari	1639315343	
Bar	Bar da Árvore	1632894916	
Acessórios	Cristal Acessórios	1632366676	R. Arnaldo Victaliano, 1695 - Jardim Palma Travassos
Joalheria	Cia da Aliança Loja 1	1632360523	R. Tibiriçá, 441 - Centro
Artigos religiosos	Arte e Vela	1632898639	
Construtora	Nicolini e Nicolini Construtora e Isolamentos	1632361763	R. Américo Brasiliense, 405 - Centro
Acessórios	Allegro Acessórios	1632363632	
Bar	Toca da Pantera	1631030221	R. Santos Dumont, 984 - Vila Tibério
Restaurante	O que manda Samanta	1631030409	
Crédito e financeira	Help Loja de Crédito	1635129400	R. Amador Bueno, 578 - Centro
Confeitaria	Cantinho Doce Rotisserie	1631039437	
Clínica médica	Le Plume Dermatologia	1635121886	
Confeitaria	Empório do Bolo	1631032272	
Educação	Texto e Forma Conteúdo Educacional	1635122739	
Hospital	Hospital Santa Lydia	1636054848	
Educação	Êxito CE Ribeirão Preto	16988658202	
Lazer	Espaço Golf	1636238298	
Bicicletaria	Bike Center Ribeirão	1636234470	
Hamburgueria	Lagoa Burger	1636234033	
Tapeçaria	D e C Estofados Loja e Tapeçaria	1636230840	
Clube/Lazer	Panoramic Club House	1636235030	
Laboratório	Baracchini Laboratório de Análises Clínicas	1636235957	
Clínica médica	Clínica Dr Raul Gonzalez	1640096060	
Indústria de bebidas	Coca-Cola Andina	1640092000	
