Padaria	Panificadora São Rafael	1636200818	Av. Caramuru - Jardim Sumaré
Padaria	Panificadora Braghetto	1636276365	R. Domingos Padovan, 839 - Jardim Anhanguera
Padaria	Panificadora São Lucas	1636291635	R. Geraldo Ramos - Jardim Roberto Benedetti
Padaria	Panificadora Jardim Paulista	1636357596	R. Henrique Dumont - Jardim Paulista
Alimentos	Bunge Alimentos	1639951280	Ribeirão Preto
Supermercado	Supermercado Brasil	1636267936	Av. Brasil - Vila Elisa
Supermercado	Savegnago Supermercados	1639149500	Av. Pio XII, 589 - Vila Virgínia
Supermercado	Supermercado Dia Dia	16981294200	Av. Guadalajara - Parque Industrial Lagoinha
Supermercado	Mercado Legal	1639667278	R. Rio Grande do Norte - Ipiranga
Supermercado	Supermercado Mineirinho	1639741991	R. Dr. Jarbas Martins Viana - Quintino Facci II
Farmácia	Drogaria São Paulo	1632899888	Av. Pres. Vargas - Alto da Boa Vista
Farmácia	Drogaria São Carlos	1639747828	R. Dr. Demétrio Chaguri - Quintino Facci II
Farmácia	Drogaria São Carlos	1639612601	Av. da Saudade - Campos Elíseos
Farmácia	Droga Raia	1636206894	Av. Pres. Vargas - Alto da Boa Vista
Farmácia	Drogaria São Mateus	1636321777	Av. Nove de Julho, 1493
Farmácia	Drogão Super	1639133300	Av. Independência - Alto da Boa Vista
Farmácia	Drogaria Luzitana	1636370461	Av. Luzitana - Parque Ribeirão Preto
Farmácia	Drogal Farmacêutica	1636303000	Ribeirão Preto
Farmácia	Drogaria São Francisco	1636104940	R. Quintino Bocaiúva - Centro
Restaurante	Gigios Restaurante	1636104143	R. Barão do Amazonas, 1290 - Centro
Restaurante	Restaurante Tradicionale	1636378730	R. Paulo de Frontim - Vila Virgínia
Restaurante	Restaurante Pantoni	1639411503	R. Florêncio de Abreu, 1187 - Centro
Restaurante	Salute Restaurante	1636270434	R. Camilo de Mattos, 1721 - Jardim Paulista
Refrigeração	Refriart	1639313783	Ribeirão Preto
Salão de beleza	Fashion Kids Salão de Beleza	1632348214	Ribeirão Preto
Cabeleireiro	João Luiz Cabeleireiros	1639313016	Ribeirão Preto
Barbearia	Barba Negra Barbearia	1632895812	Av. Independência - Jardim Sumaré
Cabeleireiro	Geni Cabeleireira	1636210747	Ribeirão Preto
Ótica	Ótica Jardins	1636270964	R. Camilo de Mattos - Jardim Paulista
Ótica	Ótica Visually	1639416011	R. Rui Barbosa - Centro
Ótica	Ótica Visolux	1639143192	R. Rangel Pestana - Vila Virgínia
Relojoaria	Relojoaria Ortolan	1636370496	R. Dr. João Guião, 1104 - Vila Virgínia
Ótica	Óptica Conceito	1632374920	Av. Independência - Jardim Sumaré
Pet shop	Ipiranga Pet Shop	1630213782	R. Gen. Câmara, 2084 - Ipiranga
Pet shop	Pet Shop Rural	1636220681	R. Javari - Geraldo Correia de Carvalho
Veterinária	Hospital Veterinário Cat Dog	1636326657	R. Duque de Caxias - Centro
Veterinária	A Toca Clínica Veterinária	1636106167	R. Amadeu Amaral - Vila Seixas
Veterinária	Endovet	1636322778	R. João Ramalho, 610 - Campos Elíseos
Pet shop	Cão Amigo	1636388131	R. Dr. Demétrio Chaguri - Quintino Facci II
Veterinária	Clínica Veterinária Filhotes e Mascotes	1639662515	Av. Dom Pedro I - Ipiranga
Veterinária	Univet Unidade Integrada de Veterinária	1636304161	R. 21 de Abril, 20 - Vila Tibério
Produtos veterinários	Ribervet Produtos Veterinários	1636246123	R. Gildo Ignácio - Nova Ribeirânia
Colchões	Só Colchões	1639611012	Av. da Saudade - Campos Elíseos
Móveis	Móveis Paulista	1636322805	Av. Pres. Vargas - Jardim América
Colchões	Top Colchões	1636321090	R. Saldanha Marinho - Centro
Móveis	Móveis Carvalho	1636254649	R. Goiás - Campos Elíseos
Informática	Brasplan Informática	1636320989	Av. Meira Júnior - Jardim Paulista
Informática	Mundial Informática	16997614052	R. Antônio Ribeiro de Rezende - Jardim Antártica
Eletrônica	Eletrônica Rios	1636354053	Av. Independência - Vila Seixas
Acessórios celular	Rai Acessórios	1636100825	Ribeirão Preto
TI	AATech Soluções Tecnológicas	1631033011	R. José de Alencar - Campos Elíseos
Assistência técnica	R C Service	1639663724	Ribeirão Preto
Informática	Route 66	1632373956	R. Itapurá - Jardim Paulista
Lanchonete	Fábrica do Lanche	1639751787	R. Genoveva Onofre Barban - Planalto Verde
Lanchonete	Serjão Lanches	1636350315	R. Prudente de Morais - Centro
Lanchonete	Nonos Lanches	1636375686	R. Dr. João Guião - Vila Virgínia
Lanchonete	Du Lanches	1636337830	Ribeirão Preto
Lanchonete	Dryanle Lanches	1636332116	Ribeirão Preto
Lanchonete	Macal Lanches	1636300333	Ribeirão Preto
Lanchonete	Ro Lanches	1636305015	Ribeirão Preto
Corretora de seguros	Dadalt Corretora de Seguros	1639314085	Av. Nove de Julho - Centro
Associação	Sociedade União dos Proprietários	1636104040	Ribeirão Preto
Corretora de seguros	ADW Corretora de Seguros	1636251261	R. Abrahão Issa Halack - Ribeirânia
Imobiliária	Lago Imóveis	1632118330	R. Altino Arantes - Jardim Sumaré
Imobiliária	Canadá Imóveis	1636105166	R. Florêncio de Abreu - Centro
Marmoraria	Marmoraria Brasil	1639969000	Av. Brasil - Vila Elisa
Marmoraria	Marmoraria Belém	1639632484	Av. Dom Pedro I - Ipiranga
Ferragens	FBR Aço e Ferragens Armadas	1636285547	Ribeirão Preto
Marcenaria	Faria Marcenaria	1636239012	Ribeirão Preto
Ar condicionado	Max Frio Ar Condicionado	1639143621	Ribeirão Preto
Climatização	Climater	1636358857	Ribeirão Preto
Controle de pragas	Extinset	1632340890	R. Pinheiro Machado - Campos Elíseos
Embalagens	Plásticos Nave	1636254811	R. Anália Franco, 406 - Vila Virgínia
Embalagens	Embalagens Rodrigues Melo	1636327538	Av. Dr. Francisco Junqueira - Jardim Mosteiro
Embalagens	Caçola Embalagens	1640096800	Ribeirão Preto
Embalagens	Della Embalagens	1636269515	Ribeirão Preto
Embalagens	Plast Rib	1639611099	R. Marquês de Pombal, 958 - Campos Elíseos
Embalagens	Sidplast Embalagens e Descartáveis	1639969642	Av. Luzitana - Parque Ribeirão Preto
Auto center	Center Service	1636260847	Ribeirão Preto
Pneus	Silcar Pneus	1639023515	Av. Pres. Vargas - Jardim América
Agropecuária	Serv Agro	1636352026	R. José Bonifácio - Centro
Agropecuária	Casa da Ração	1636266209	R. Luiz Barreto - Campos Elíseos
Agropecuária	Agrocac	1633234014	R. Guiana Inglesa - Vila Mariana
Distribuidora de alimentos	PD8 Distribuidora de Alimentos	1632370833	Ribeirão Preto
Autoescola	Auto Escola Aprovar	1634429971	Av. Portugal - Jardim São Luiz
Escola de idiomas	CNA Independência	1621114926	Av. Independência - Vila Seixas
Buffet	Buffet Cristal Eventos	1636307458	R. Guia Lopes - Vila Monte Alegre
Festas	Doce Festa	1636271825	Ribeirão Preto
Espaço de eventos	Quinta Linda Espaço para Eventos	1636105686	Via Anhanguera - Recreio Anhanguera
Buffet	Buffet Pallato	1636378709	R. São José - Jardim Sumaré
Loja de roupas	Loja Super G	1636258609	R. Tibiriçá - Centro
Calçados	Nova Ribeirão	1636380602	R. Dr. Demétrio Chaguri - Quintino Facci II
Acessórios industriais	Forte Acessórios Industriais	1630131554	Ribeirão Preto
Loja de roupas	Lojas Tanger	1636100867	R. Saldanha Marinho - Centro
Auto center	Cintra Car	1639313978	Ribeirão Preto
Padaria	Padaria São Pedro	1636107917	Ribeirão Preto
Distribuidora de bebidas	Trade One Bebidas	1639164990	R. Platina - Santa Cruz do José Jacques
Distribuidora de bebidas	Bebidas Amarelinho	1636275999	R. Farid Salim - Jardim Anhanguera
Papelaria	Papelaria Estrela	1636334455	R. Cel. Camisão - Vila Monte Alegre
Papelaria	Criativa Papelaria	1632344613	Av. da Saudade - Campos Elíseos
Papelaria	Souza e Guimarães Papelaria	1634418158	R. Laguna - Jardim Paulista
Papelaria	Papelaria Ipiranga	1636330925	Av. Dom Pedro I - Ipiranga
Embalagens	Fabriplas Sacolas Plásticas	1636260115	Ribeirão Preto
Embalagens	Riber Plast	1636309988	Ribeirão Preto
Papelaria	Papelaria Primavera	1636222496	R. Javari - Geraldo Correia de Carvalho
Uniformes	IBU Uniformes	1639795551	R. João Ramalho - Campos Elíseos
Uniformes	Unibrins	1636337626	R. Acre, 965 - Ipiranga
Comunicação visual	Ribeirão Outdoor	1639654554	R. Mariana Cândida Rosa Curi - Ribeirânia
Gráfica	Artegrafix Gráfica Digital	1639314905	Av. Independência - Centro
Eletrônica industrial	Tecnolife Eletrônica Industrial	1632890079	R. Bartolomeu de Gusmão - Vila Tibério
Hortifruti	Associação Produtores Hortifrutigranjeiros de Ribeirão Preto e Região	1639411101	Ribeirão Preto
Confeitaria	Luiza Confeitaria	1630132687	R. Alberto de Oliveira - Jardim Maria Goretti
Fisioterapia	Clínica Canadá Fisioterapia	1639134259	Av. José Adolfo Bianco Molina - Jardim Canadá
Materiais hidráulicos	Arte Hidráulica	1636243552	Av. Meira Júnior, 1376 - Jardim Paulistano
Materiais elétricos	Elétrica São Paulo	1636246544	Av. Treze de Maio - Jardim Paulista
Materiais de construção	Construlider	1639415445	Av. da Saudade - Campos Elíseos
Construtora	Construtora Acosta	1632341993	R. Cavalheiro Torquato Rizzi - Jardim São Luiz
