Gesso/Drywall	João do Gesso	16992001810	R. Itajubá - Vila Pompeia
Posto de combustível	Auto Posto Titan	1639694272	Ribeirão Preto
Pisos e revestimentos	A Modelar Pisos e Revestimentos	1621021600	Av. Dr. Francisco Junqueira - Centro
Materiais de construção	Depósito Chimba	1636382277	Av. Gen. Euclydes de Figueiredo - Adelino Simioni
Materiais de construção	RBR Materiais de Construção	1636383377	R. Dr. Demétrio Chaguri, 811 - Quintino Facci II
Pisos e revestimentos	Cemitério dos Pisos	1636367533	R. Monsenhor Siqueira - Campos Elíseos
Materiais de construção	Casa Interior	1636357100	Ribeirão Preto
Refratários	Refratários Ribeirão Preto	1636265540	Ribeirão Preto
Segurança eletrônica	Alarme Sistens	1639412231	R. Aurora, 382 - Vila Tibério
Segurança eletrônica	City Sistem Sistemas de Segurança	1639164045	Praça Rotary Club - City Ribeirão
Segurança eletrônica	ANM Sistema de Alarmes	1638776040	R. Orlândia - Jardim Paulista
Som automotivo	Victoria Som	1636321422	Ribeirão Preto
Embalagens	Sibrape Embalagens	1621017000	Ribeirão Preto
Locadora de veículos	Ambiente Locadora de Veículos	16991040652	Av. Maurílio Biagi - Ribeirânia
Locadora de veículos	Localiza	1636262266	R. Guará - Vila Elisa
Joalheria	Lapidin Joalheiros	1636172288	Av. Pres. Kennedy - Ribeirânia
Joalheria	Antonio Carlos Joalheiros Loja 2	1636362266	R. João Penteado - Jardim Sumaré
Padaria	Riber Pão	1639612569	R. Dom Pedro II - Campos Elíseos
Padaria	Panificadora Garoto	1636128116	R. Tamandaré - Campos Elíseos
Solda	Weld Center	1636368793	Ribeirão Preto
Lanchonete	Tuany Disk Lanches	1636224571	Ribeirão Preto
Supermercado	Mialich Supermercados	1636150594	R. Cel. Américo Batista - Ipiranga
Salgados	Salgadinhos Piu Piu	1636301223	Av. Dom Pedro I - Ipiranga
Lanchonete	Mauricio Martins Chapini	1636225292	R. Cel. Américo Batista - Ipiranga
Sorveteria	Sorveteria do Geraldo	1639611681	Ribeirão Preto
Distribuidora de gás	Gás Brasiliano Distribuidora	1639134543	Av. Pres. Vargas - Alto da Boa Vista
Distribuidora de gás	Companhia Ultragaz	1639759200	Rod. Anel Viário - Jardim Manoel Penna
Distribuidora de gás	Disk Ultragás	1636300761	R. Anita Garibaldi - Campos Elíseos
Distribuidora de gás e água	Gordo Gás e Água	1636371287	R. Mário de Andrade - Jardim Maria Goretti
Distribuidora de gás	Liquigás	1636320499	R. Henrique Dumont - Jardim Paulista
Distribuidora de gás	Lisboa Gás	1636246373	Av. Barão do Bananal - Jardim Anhanguera
Distribuidora de gás	Ultragaz	1636300717	Ribeirão Preto
Academia	Atividade Academia	1634216663	Ribeirão Preto
Clube/Academia	AABB	1636235041	Ribeirão Preto
Academia	Ritmo Academia	1636355578	Ribeirão Preto
Churrascaria	Churrascaria Zebu	1634417467	R. Atibaia - Jardim Paulista
Motos	Ribeirão Moto	1639666662	R. Pará, 582 - Ipiranga
Motos	Kim Moto Peças	1636364189	R. José Bonifácio - Centro
Motos	Ka Motos	1636123479	R. Ceará - Campos Elíseos
Motos	Décio Motos	1639314544	Av. Dr. Francisco Junqueira - Centro
Motos	Gordim Moto Peças e Acessórios	16991350775	Ribeirão Preto
Oficina de motos	Oficina Alemotos	1636300734	R. Padre Anchieta, 1278 - Vila Tibério
Autopeças	Biela Auto Peças	1636284978	Ribeirão Preto
Clínica médica	Clinmater Consultório Médico	16981618135	Av. Nove de Julho, 1844 - Jardim América
Clínica médica	Clínica Médica Tibiriçá	1636329694	R. Tibiriçá - Centro
Clínica médica	Med Clínica	1636361200	R. Campos Salles - Centro
Clínica médica	Clínica Garibaldi	1636358007	Ribeirão Preto
Clínica médica	Clínica Civil HC FAEPA	1636022158	Av. Bandeirantes - Vila Monte Alegre
Clínica médica	Uniclinic	1636365737	R. Eliseu Guilherme, 917 - Jardim Sumaré
Produtos médicos e hospitalares	Medclinical Produtos Médicos e Hospitalares	1639765496	Ribeirão Preto
Hospital	Hospital Ribeirânia	1639683100	Ribeirão Preto
